communityIdNumber,communityName,county,state,initialFloodHazardBoundaryMap,initialFloodInsuranceRateMap,currentlyEffectiveMapDate,regularEmergencyProgramDate,tribal,participatingInNFIP,originalEntryDate,classRatingEffectiveDate,classRating,sfhaDiscount,nonSfhaDiscount,lastRefresh
421621,"BROWNSVILLE, TOWNSHIP OF",FAYETTE COUNTY,PA,1974-12-20T00:00:00.000Z,1982-02-17T00:00:00.000Z,07/18/17,02/17/82,0,1,,,,,,2024-11-09T09:17:50.599Z
421622,"BULLSKIN, TOWNSHIP OF",FAYETTE COUNTY,PA,1974-12-27T00:00:00.000Z,1991-04-16T00:00:00.000Z,07/18/17,04/16/91,0,1,,,,,,2024-11-09T09:17:50.605Z
421623,"CONNELLSVILLE, TOWNSHIP OF",FAYETTE COUNTY,PA,1974-12-20T00:00:00.000Z,1991-07-16T00:00:00.000Z,07/18/17,07/16/91,0,1,,,,,,2024-11-09T09:17:50.611Z
421624,"DUNBAR, TOWNSHIP OF",FAYETTE COUNTY,PA,1974-12-27T00:00:00.000Z,1988-07-04T00:00:00.000Z,07/18/17,07/04/88,0,1,,,,,,2024-11-09T09:17:50.617Z
421625,"FRANKLIN, TOWNSHIP OF",FAYETTE COUNTY,PA,1974-12-06T00:00:00.000Z,1991-03-18T00:00:00.000Z,07/18/17,03/18/91,0,1,,,,,,2024-11-09T09:17:50.624Z
421626,"GEORGES, TOWNSHIP OF",FAYETTE COUNTY,PA,1975-01-24T00:00:00.000Z,1991-04-16T00:00:00.000Z,07/18/17,04/16/91,0,1,,,,,,2024-11-09T09:17:50.630Z
120410,"DAVENPORT, CITY OF",POLK COUNTY,FL,1977-03-04T00:00:00.000Z,1980-12-02T00:00:00.000Z,12/22/16,12/02/80,0,1,,,,,,2024-11-09T09:16:06.758Z
120411,"HAVANA, TOWN OF",GADSDEN COUNTY,FL,1976-07-23T00:00:00.000Z,1986-06-17T00:00:00.000Z,02/04/09,06/17/86,0,1,,,,,,2024-11-09T09:16:06.765Z
120412,"MINNEOLA, CITY OF",LAKE COUNTY,FL,1976-07-23T00:00:00.000Z,1984-08-15T00:00:00.000Z,12/18/12,08/15/84,0,1,,,,,,2024-11-09T09:16:06.771Z
120414,"LAKE HAMILTON, TOWN OF",POLK COUNTY,FL,1977-02-04T00:00:00.000Z,1980-11-05T00:00:00.000Z,12/22/16,11/05/80,0,1,,,,,,2024-11-09T09:16:06.777Z
120416,"LAKE MARY, CITY OF",SEMINOLE COUNTY,FL,1977-07-08T00:00:00.000Z,1980-03-18T00:00:00.000Z,09/28/07,03/18/80,0,1,2009-10-01T00:00:00.000Z,2021-04-01T00:00:00.000Z,5,25%,10%,2024-11-09T09:16:06.784Z
120418,"POMONA PARK, TOWN OF",PUTNAM COUNTY,FL,1978-05-26T00:00:00.000Z,1979-12-04T00:00:00.000Z,02/02/12,12/04/79,0,1,,,,,,2024-11-09T09:16:06.790Z
120419,BAKER COUNTY *,BAKER COUNTY,FL,1978-01-27T00:00:00.000Z,1991-07-16T00:00:00.000Z,06/17/08,07/16/91,0,1,2001-10-01T00:00:00.000Z,2017-05-01T00:00:00.000Z,10,,0%,2024-11-09T09:16:06.800Z
120420,HOLMES COUNTY *,HOLMES COUNTY,FL,1977-06-17T00:00:00.000Z,1990-12-05T00:00:00.000Z,12/17/10,12/05/90,0,1,,,,,,2024-11-09T09:16:06.806Z
120421,LAKE COUNTY *,LAKE COUNTY,FL,1978-05-26T00:00:00.000Z,1982-04-01T00:00:00.000Z,12/18/12,04/01/82,0,1,1994-10-01T00:00:00.000Z,2009-05-01T00:00:00.000Z,7,15%,05%,2024-11-09T09:16:06.813Z
120422,UNION COUNTY *,UNION COUNTY,FL,1977-12-02T00:00:00.000Z,1988-08-04T00:00:00.000Z,11/02/18,08/04/88,0,1,,,,,,2024-11-09T09:16:06.819Z
120423,"PAXTON, TOWN OF",WALTON COUNTY,FL,,2000-03-07T00:00:00.000Z,09/29/10(M),12/16/04,0,1,,,,,,2024-11-09T09:16:06.825Z
120424,"ISLAMORADA, VILLAGE OF",MONROE COUNTY,FL,,1970-06-20T00:00:00.000Z,02/18/05,10/01/98,0,1,2015-10-01T00:00:00.000Z,2022-04-01T00:00:00.000Z,5,25%,10%,2024-11-09T09:16:06.832Z
120425,"PINECREST, VILLAGE OF",MIAMI-DADE COUNTY,FL,,1972-09-30T00:00:00.000Z,09/11/09,10/13/98,0,1,2016-10-01T00:00:00.000Z,2023-10-01T00:00:00.000Z,7,15%,05%,2024-11-09T09:16:06.838Z
120426,"MARCO ISLAND, CITY OF",COLLIER COUNTY,FL,,1979-09-14T00:00:00.000Z,02/08/24,10/27/98,0,1,2000-10-01T00:00:00.000Z,2023-10-01T00:00:00.000Z,5,25%,10%,2024-11-09T09:16:06.844Z
120569,"BEVERLY BEACH, TOWN OF",FLAGLER COUNTY,FL,1977-06-24T00:00:00.000Z,1986-01-03T00:00:00.000Z,06/06/18,01/03/86,0,1,,,,,,2024-11-09T09:16:06.852Z
120570,"MARINELAND, TOWN OF",ST. JOHNS COUNTY/FLAGLER COUNTY,FL,1977-07-08T00:00:00.000Z,1986-02-19T00:00:00.000Z,06/06/18,02/19/86,0,1,,,,,,2024-11-09T09:16:06.858Z
120573,"HILLIARD, TOWN OF",NASSAU COUNTY,FL,1977-12-23T00:00:00.000Z,2003-10-01T00:00:00.000Z,12/17/10,10/01/03,0,1,,,,,,2024-11-09T09:16:06.864Z
120574,"DUNNELLON, CITY OF",MARION COUNTY,FL,1977-08-26T00:00:00.000Z,1985-02-01T00:00:00.000Z,08/28/08(M),02/01/85,0,1,,,,,,2024-11-09T09:16:06.874Z
120575,"MCINTOSH, TOWN OF",MARION COUNTY,FL,1977-05-27T00:00:00.000Z,2008-08-28T00:00:00.000Z,08/28/08,08/24/09,0,1,,,,,,2024-11-09T09:16:06.881Z
120578,"ALTHA, TOWN OF",CALHOUN COUNTY,FL,,2000-12-06T00:00:00.000Z,06/18/13,03/26/14,0,1,,,,,,2024-11-09T09:16:06.888Z
120579,"SHALIMAR, TOWN OF",OKALOOSA COUNTY,FL,1978-09-15T00:00:00.000Z,1985-07-03T00:00:00.000Z,03/09/21,07/03/85,0,1,1995-10-01T00:00:00.000Z,2000-10-01T00:00:00.000Z,8,10%,05%,2024-11-09T09:16:06.895Z
120580,"ALFORD, TOWN OF",JACKSON COUNTY,FL,1979-02-09T00:00:00.000Z,1990-12-15T00:00:00.000Z,12/17/10,07/14/05,0,1,,,,,,2024-11-09T09:16:06.902Z
120581,"ASTATULA, TOWN OF",LAKE COUNTY,FL,1979-08-24T00:00:00.000Z,1984-08-15T00:00:00.000Z,12/18/12,03/04/98,0,1,,,,,,2024-11-09T09:16:06.909Z
120582,"BRONSON, TOWN OF",LEVY COUNTY,FL,1978-10-13T00:00:00.000Z,1987-02-01T00:00:00.000Z,01/28/22,02/01/87,0,1,,,,,,2024-11-09T09:16:06.915Z
120583,"COTTONDALE, CITY OF",JACKSON COUNTY,FL,1978-11-24T00:00:00.000Z,1990-12-15T00:00:00.000Z,12/17/10(M),12/30/93,0,1,,,,,,2024-11-09T09:16:06.922Z
120585,"HOWEY IN THE HILLS, TOWN OF",LAKE COUNTY,FL,1979-03-02T00:00:00.000Z,1984-08-15T00:00:00.000Z,12/18/12,08/15/84,0,1,,,,,,2024-11-09T09:16:06.929Z
421628,"HENRY CLAY, TOWNSHIP OF",FAYETTE COUNTY,PA,1974-12-06T00:00:00.000Z,1987-01-01T00:00:00.000Z,07/18/17(M),01/01/87,0,1,,,,,,2024-11-09T09:17:50.643Z
120586,"INGLIS, TOWN OF",LEVY COUNTY,FL,1978-12-29T00:00:00.000Z,1984-03-01T00:00:00.000Z,01/18/19,01/10/86,0,1,,,,,,2024-11-09T09:16:06.935Z
130404,TIFT COUNTY *,TIFT COUNTY,GA,1978-02-17T00:00:00.000Z,1982-06-01T00:00:00.000Z,09/29/10,06/01/82,0,1,,,,,,2024-11-09T09:16:10.533Z
421629,"JEFFERSON, TOWNSHIP OF",FAYETTE COUNTY,PA,1975-01-03T00:00:00.000Z,1979-06-01T00:00:00.000Z,07/18/17,06/01/79,0,1,,,,,,2024-11-09T09:17:50.649Z
421630,"LOWER TYRONE, TOWNSHIP OF",FAYETTE COUNTY,PA,1974-12-06T00:00:00.000Z,1988-03-04T00:00:00.000Z,07/18/17,03/04/88,0,1,,,,,,2024-11-09T09:17:50.656Z
421631,"LUZERNE, TOWNSHIP OF",FAYETTE COUNTY,PA,1974-12-27T00:00:00.000Z,1982-03-01T00:00:00.000Z,07/18/17,03/01/82,0,1,,,,,,2024-11-09T09:17:50.666Z
421632,"MENALLEN, TOWNSHIP OF",FAYETTE COUNTY,PA,1974-12-27T00:00:00.000Z,1991-04-16T00:00:00.000Z,07/18/17,04/16/91,0,1,,,,,,2024-11-09T09:17:50.675Z
421633,"NORTH UNION, TOWNSHIP OF",FAYETTE COUNTY,PA,1974-12-27T00:00:00.000Z,1991-04-16T00:00:00.000Z,07/18/17,04/16/91,0,1,,,,,,2024-11-09T09:17:50.681Z
421634,"PERRY, TOWNSHIP OF",FAYETTE COUNTY,PA,1974-12-13T00:00:00.000Z,1982-04-15T00:00:00.000Z,07/18/17,04/15/82,0,1,,,,,,2024-11-09T09:17:50.688Z
421635,"REDSTONE, TOWNSHIP OF",FAYETTE COUNTY,PA,1975-01-17T00:00:00.000Z,1982-01-06T00:00:00.000Z,07/18/17,01/06/82,0,1,,,,,,2024-11-09T09:17:50.694Z
421636,"SALTLICK, TOWNSHIP OF",FAYETTE COUNTY,PA,1974-11-15T00:00:00.000Z,1991-03-18T00:00:00.000Z,07/18/17,03/18/91,0,1,,,,,,2024-11-09T09:17:50.700Z
421637,"SOUTH UNION, TOWNSHIP OF",FAYETTE COUNTY,PA,1975-01-03T00:00:00.000Z,1991-04-16T00:00:00.000Z,07/18/17,04/16/91,0,1,,,,,,2024-11-09T09:17:50.706Z
120587,"JASPER, CITY OF",HAMILTON COUNTY,FL,,1987-06-04T00:00:00.000Z,06/04/10(M),07/27/06,0,1,,,,,,2024-11-09T09:16:06.942Z
120590,"MACCLENNY,CITY OF",BAKER COUNTY,FL,1978-11-24T00:00:00.000Z,1987-02-01T00:00:00.000Z,06/17/08,02/01/87,0,1,,,,,,2024-11-09T09:16:06.949Z
120591,"MASCOTTE, CITY OF",LAKE COUNTY,FL,1979-09-21T00:00:00.000Z,1984-11-15T00:00:00.000Z,12/18/12,12/18/84,0,1,,,,,,2024-11-09T09:16:06.955Z
120592,"OTTER CREEK, TOWN OF",LEVY COUNTY,FL,1979-08-17T00:00:00.000Z,2005-09-01T00:00:00.000Z,01/28/22,09/01/05,0,1,,,,,,2024-11-09T09:16:06.961Z
120594,"WORTHINGTON SPRINGS, TOWN OF",UNION COUNTY,FL,1978-10-13T00:00:00.000Z,1986-06-03T00:00:00.000Z,11/02/18,06/03/86,0,1,,,,,,2024-11-09T09:16:06.967Z
120595,"LAKE BUTLER, CITY OF",UNION COUNTY,FL,1978-09-22T00:00:00.000Z,1986-07-03T00:00:00.000Z,11/02/18,07/03/86,0,1,,,,,,2024-11-09T09:16:06.973Z
120596,"CINCO BAYOU, TOWN OF",OKALOOSA COUNTY,FL,,1985-07-03T00:00:00.000Z,03/09/21,07/03/85,0,1,,,,,,2024-11-09T09:16:06.980Z
120597,"CRESTVIEW, CITY OF",OKALOOSA COUNTY,FL,1970-05-22T00:00:00.000Z,1977-07-01T00:00:00.000Z,03/09/21,02/03/93,0,1,,,,,,2024-11-09T09:16:06.986Z
120612,"PALM SHORES, TOWN OF",BREVARD COUNTY,FL,1979-08-31T00:00:00.000Z,1989-04-03T00:00:00.000Z,01/29/21,03/27/95,0,1,,,,,,2024-11-09T09:16:06.992Z
120615,"CENTER HILL, CITY OF",SUMTER COUNTY,FL,,1989-01-18T00:00:00.000Z,06/05/20,01/18/89,0,1,,,,,,2024-11-09T09:16:07.011Z
120616,"COLEMAN, CITY OF",SUMTER COUNTY,FL,,2013-09-27T00:00:00.000Z,09/27/13,07/02/87,0,1,,,,,,2024-11-09T09:16:07.017Z
120619,CAPE CANAVERAL PORT AUTHORITY,BREVARD COUNTY,FL,,1989-04-03T00:00:00.000Z,01/29/21,04/03/89,0,1,,,,,,2024-11-09T09:16:07.025Z
120620,"SOPCHOPPY, CITY OF",WAKULLA COUNTY,FL,,1984-08-15T00:00:00.000Z,09/26/14,08/15/84,0,1,,,,,,2024-11-09T09:16:07.031Z
120623,"MALONE, TOWN OF",JACKSON COUNTY,FL,,1990-12-15T00:00:00.000Z,12/17/10(M),12/15/90,0,1,,,,,,2024-11-09T09:16:07.037Z
120624,"OAK HILL, CITY OF",VOLUSIA COUNTY,FL,,1990-06-04T00:00:00.000Z,09/29/17,02/21/94,0,1,,,,,,2024-11-09T09:16:07.043Z
120626,"LA CROSSE, TOWN OF",ALACHUA COUNTY,FL,,1988-08-16T00:00:00.000Z,06/16/06,12/13/11,0,1,,,,,,2024-11-09T09:16:07.049Z
120627,"HAMPTON, CITY OF",BRADFORD COUNTY,FL,,1989-11-15T00:00:00.000Z,05/02/12,01/15/99,0,1,,,,,,2024-11-09T09:16:07.055Z
120628,"LAWTEY, CITY OF",BRADFORD COUNTY,FL,,1989-11-15T00:00:00.000Z,05/02/12(M),03/19/98,0,1,,,,,,2024-11-09T09:16:07.061Z
120629,"EBRO, TOWN OF",WASHINGTON COUNTY,FL,,1990-06-07T00:00:00.000Z,07/04/11,03/19/96,0,1,,,,,,2024-11-09T09:16:07.067Z
421638,"SPRINGFIELD, TOWNSHIP OF",FAYETTE COUNTY,PA,1974-12-27T00:00:00.000Z,1991-04-16T00:00:00.000Z,07/18/17,04/16/91,0,1,,,,,,2024-11-09T09:17:50.713Z
120630,"ESTO, TOWN OF",HOLMES COUNTY,FL,,1990-12-05T00:00:00.000Z,12/17/10(M),03/19/96,0,1,,,,,,2024-11-09T09:16:07.074Z
120631,"NOMA, TOWN OF",HOLMES COUNTY,FL,,1990-12-05T00:00:00.000Z,12/17/10(M),03/19/96,0,1,,,,,,2024-11-09T09:16:07.080Z
120632,"WAUSAU, TOWN OF",WASHINGTON COUNTY,FL,1989-12-14T00:00:00.000Z,1991-06-17T00:00:00.000Z,07/04/11,03/30/98,0,1,,,,,,2024-11-09T09:16:07.086Z
120633,"ORANGE CITY, CITY OF",VOLUSIA COUNTY,FL,,1994-09-02T00:00:00.000Z,09/29/17,09/02/94,0,1,,,,,,2024-11-09T09:16:07.092Z
120634,"SAN ANTONIO, CITY OF",PASCO COUNTY,FL,,2014-09-26T00:00:00.000Z,(NSFHA),05/22/09,0,1,,,,,,2024-11-09T09:16:07.099Z
120635,MIAMI-DADE COUNTY*,MIAMI-DADE COUNTY,FL,,1972-09-30T00:00:00.000Z,09/11/09,09/29/72,0,1,1994-10-01T00:00:00.000Z,2024-04-01T00:00:00.000Z,3,35%,10%,2024-11-09T09:16:07.105Z
120636,"BAL HARBOUR VILLAGE, VILLAGE OF",MIAMI-DADE COUNTY,FL,,1972-09-29T00:00:00.000Z,09/11/09,09/29/72,0,1,1996-10-01T00:00:00.000Z,2017-05-01T00:00:00.000Z,8,10%,05%,2024-11-09T09:16:07.113Z
120637,"BAY HARBOR ISLANDS, TOWN OF",MIAMI-DADE COUNTY,FL,,1972-09-29T00:00:00.000Z,09/11/09,09/29/72,0,1,1994-10-01T00:00:00.000Z,2023-04-01T00:00:00.000Z,9,05%,05%,2024-11-09T09:16:07.121Z
120638,"BISCAYNE PARK, VILLAGE OF",MIAMI-DADE COUNTY,FL,,1972-09-29T00:00:00.000Z,09/11/09,09/29/72,0,1,2020-10-01T00:00:00.000Z,2023-04-01T00:00:00.000Z,10,05%,0%,2024-11-09T09:16:07.128Z
120640,"EL PORTAL, VILLAGE OF",MIAMI-DADE COUNTY,FL,,1972-09-29T00:00:00.000Z,09/11/09,09/29/72,0,1,,,,,,2024-11-09T09:16:07.142Z
120641,"FLORIDA CITY, CITY OF",MIAMI-DADE COUNTY,FL,,1972-09-29T00:00:00.000Z,09/11/09,09/29/72,0,1,,,,,,2024-11-09T09:16:07.150Z
120642,"GOLDEN BEACH, TOWN OF",MIAMI-DADE COUNTY,FL,,1972-09-29T00:00:00.000Z,09/11/09,09/29/72,0,1,1993-10-01T00:00:00.000Z,2002-10-01T00:00:00.000Z,10,,0%,2024-11-09T09:16:07.156Z
120643,"HIALEAH, CITY OF",MIAMI-DADE COUNTY,FL,,1972-09-29T00:00:00.000Z,09/11/09,09/29/72,0,1,1993-10-01T00:00:00.000Z,2008-05-01T00:00:00.000Z,7,15%,05%,2024-11-09T09:16:07.162Z
120644,"HIALEAH GARDENS, CITY OF",MIAMI-DADE COUNTY,FL,,1972-09-29T00:00:00.000Z,09/11/09,09/29/72,0,1,,,,,,2024-11-09T09:16:07.169Z
421639,"SPRINGHILL, TOWNSHIP OF",FAYETTE COUNTY,PA,1978-01-06T00:00:00.000Z,1991-03-18T00:00:00.000Z,07/18/17,03/18/91,0,1,,,,,,2024-11-09T09:17:50.720Z
120645,"HOMESTEAD, CITY OF",MIAMI-DADE COUNTY,FL,,1972-09-29T00:00:00.000Z,09/11/09,09/29/72,0,1,2006-05-01T00:00:00.000Z,2024-10-01T00:00:00.000Z,7,15%,05%,2024-11-09T09:16:07.175Z
120646,"INDIAN CREEK VILLAGE, VILLAGE OF",MIAMI-DADE COUNTY,FL,,1972-09-29T00:00:00.000Z,09/11/09,09/29/72,0,1,,,,,,2024-11-09T09:16:07.181Z
010301,WALKER COUNTY *,WALKER COUNTY,AL,1978-06-09T00:00:00.000Z,1982-07-05T00:00:00.000Z,10/02/14,07/05/82,0,1,,,,,,2024-11-09T09:15:50.494Z
200245,"ALMENA, CITY OF",NORTON COUNTY,KS,1974-03-01T00:00:00.000Z,1985-09-27T00:00:00.000Z,09/27/85(M),09/27/85,0,1,,,,,,2024-11-09T09:16:28.665Z
200248,"NORTON, CITY OF",NORTON COUNTY,KS,1974-02-15T00:00:00.000Z,1987-07-16T00:00:00.000Z,07/16/87(M),07/16/87,0,1,,,,,,2024-11-09T09:16:28.671Z
200249,"BURLINGAME, CITY OF",OSAGE COUNTY,KS,1976-12-24T00:00:00.000Z,2010-02-03T00:00:00.000Z,05/17/22,02/03/10,0,1,,,,,,2024-11-09T09:16:28.676Z
010302,WASHINGTON COUNTY*,WASHINGTON COUNTY,AL,1974-12-20T00:00:00.000Z,1987-08-01T00:00:00.000Z,10/16/12,08/01/87,0,1,,,,,,2024-11-09T09:15:50.503Z
010303,"HALEYVILLE, CITY OF",WINSTON COUNTY,AL,1975-02-21T00:00:00.000Z,1976-06-25T00:00:00.000Z,09/16/11(M),06/25/76,0,1,,,,,,2024-11-09T09:15:50.518Z
010304,WINSTON COUNTY *,WINSTON COUNTY,AL,1978-02-17T00:00:00.000Z,1991-09-01T00:00:00.000Z,09/16/11(M),09/01/91,0,1,,,,,,2024-11-09T09:15:50.526Z
010305,"HILLSBORO, TOWN OF",LAWRENCE COUNTY,AL,1976-10-01T00:00:00.000Z,1986-04-02T00:00:00.000Z,08/02/18,04/02/86,0,1,,,,,,2024-11-09T09:15:50.533Z
010307,LIMESTONE COUNTY *,LIMESTONE COUNTY,AL,1977-03-18T00:00:00.000Z,1981-07-16T00:00:00.000Z,08/16/18,07/16/81,0,1,,,,,,2024-11-09T09:15:50.541Z
200250,"CARBONDALE, CITY OF",OSAGE COUNTY,KS,1974-05-24T00:00:00.000Z,1988-03-04T00:00:00.000Z,05/17/22,03/04/88,0,1,1992-10-01T00:00:00.000Z,1996-10-01T00:00:00.000Z,10,,0%,2024-11-09T09:16:28.683Z
200251,"LYNDON, CITY OF",OSAGE COUNTY,KS,1974-03-01T00:00:00.000Z,1986-06-03T00:00:00.000Z,05/17/22(M),06/03/86,0,1,,,,,,2024-11-09T09:16:28.689Z
200252,"OSAGE CITY, CITY OF",OSAGE COUNTY,KS,1975-02-28T00:00:00.000Z,2010-02-03T00:00:00.000Z,05/17/22,06/22/10,0,1,,,,,,2024-11-09T09:16:28.695Z
200253,"QUENEMO, CITY OF",OSAGE COUNTY,KS,1974-12-20T00:00:00.000Z,1990-09-01T00:00:00.000Z,05/17/22(M),09/01/90,0,1,,,,,,2024-11-09T09:16:28.701Z
200254,"NATOMA, CITY OF",OSBORNE COUNTY,KS,1974-06-28T00:00:00.000Z,1985-09-27T00:00:00.000Z,09/27/85(M),09/27/85,0,1,,,,,,2024-11-09T09:16:28.707Z
010308,"MADISON, CITY OF",LIMESTONE COUNTY/MADISON COUNTY,AL,1976-10-01T00:00:00.000Z,1978-12-15T00:00:00.000Z,08/16/18,12/15/78,0,1,,,,,,2024-11-09T09:15:50.549Z
421640,"STEWART, TOWNSHIP OF",FAYETTE COUNTY,PA,1974-12-13T00:00:00.000Z,1987-01-01T00:00:00.000Z,07/18/17,01/01/87,0,1,,,,,,2024-11-09T09:17:50.726Z
010309,"TRINITY, TOWN OF",MORGAN COUNTY,AL,1976-06-25T00:00:00.000Z,1978-11-24T00:00:00.000Z,08/16/18,11/24/78,0,1,,,,,,2024-11-09T09:15:50.556Z
010310,CHOCTAW COUNTY*,CHOCTAW COUNTY,AL,1978-01-27T00:00:00.000Z,1988-09-30T00:00:00.000Z,09/03/10,09/30/88,0,1,,,,,,2024-11-09T09:15:50.569Z
010311,"GUNTERSVILLE, CITY OF",MARSHALL COUNTY,AL,1974-03-22T00:00:00.000Z,1991-08-19T00:00:00.000Z,09/16/11,08/19/91,0,1,,,,,,2024-11-09T09:15:50.576Z
010312,"VALLEY GRANDE, CITY OF",DALLAS COUNTY,AL,1975-01-03T00:00:00.000Z,1986-09-29T00:00:00.000Z,09/03/14,06/08/04,0,1,,,,,,2024-11-09T09:15:50.583Z
200255,"OSBORNE, CITY OF",OSBORNE COUNTY,KS,1974-03-15T00:00:00.000Z,,(NSFHA),08/03/84,0,1,,,,,,2024-11-09T09:16:28.714Z
200256,"PORTIS, CITY OF",OSBORNE COUNTY,KS,1974-12-27T00:00:00.000Z,,(NSFHA),08/03/84,0,1,,,,,,2024-11-09T09:16:28.720Z
200257,"CULVER,CITY OF",OTTAWA COUNTY,KS,1975-01-03T00:00:00.000Z,1987-01-01T00:00:00.000Z,12/21/23(M),01/01/87,0,1,,,,,,2024-11-09T09:16:28.726Z
200258,"TESCOTT, CITY OF",OTTAWA COUNTY,KS,1975-01-03T00:00:00.000Z,1987-06-01T00:00:00.000Z,12/21/23(M),06/01/87,0,1,,,,,,2024-11-09T09:16:28.732Z
200259,"LARNED, CITY OF",PAWNEE COUNTY,KS,1974-02-01T00:00:00.000Z,1978-09-29T00:00:00.000Z,12/01/83,09/29/78,0,1,,,,,,2024-11-09T09:16:28.737Z
200260,"ROZEL, CITY OF",PAWNEE COUNTY,KS,1975-01-03T00:00:00.000Z,1987-05-01T00:00:00.000Z,05/01/87(L),05/01/87,0,1,,,,,,2024-11-09T09:16:28.743Z
200263,"GLADE, CITY OF",PHILLIPS COUNTY,KS,1974-12-27T00:00:00.000Z,,(NSFHA),07/20/84,0,1,,,,,,2024-11-09T09:16:28.749Z
421641,"WASHINGTON, TOWNSHIP OF",FAYETTE COUNTY,PA,1974-12-20T00:00:00.000Z,1982-01-20T00:00:00.000Z,07/18/17,01/20/82,0,1,,,,,,2024-11-09T09:17:50.732Z
421642,"WHARTON, TOWNSHIP OF",FAYETTE COUNTY,PA,1975-01-24T00:00:00.000Z,1987-01-01T00:00:00.000Z,07/18/17(M),01/01/87,0,1,,,,,,2024-11-09T09:17:50.739Z
010313,"MARION, CITY OF",PERRY COUNTY,AL,1975-06-27T00:00:00.000Z,1986-06-17T00:00:00.000Z,09/02/11(M),06/17/86,0,1,,,,,,2024-11-09T09:15:50.590Z
010314,AUTAUGA COUNTY *,AUTAUGA COUNTY,AL,1978-03-24T00:00:00.000Z,1985-12-18T00:00:00.000Z,09/03/14,12/18/85,0,1,,,,,,2024-11-09T09:15:50.597Z
080023,BOULDER COUNTY *,BOULDER COUNTY,CO,,1979-02-01T00:00:00.000Z,10/24/24,02/01/79,0,1,1991-10-01T00:00:00.000Z,2015-10-01T00:00:00.000Z,5,25%,10%,2024-11-09T09:16:01.576Z
200264,"KIRWIN, CITY OF",PHILLIPS COUNTY,KS,,,,08/10/15(E),0,1,,,,,,2024-11-09T09:16:28.755Z
200265,"LOGAN, CITY OF",PHILLIPS COUNTY,KS,1974-07-19T00:00:00.000Z,1986-09-01T00:00:00.000Z,09/01/86(L),09/01/86,0,1,,,,,,2024-11-09T09:16:28.761Z
200267,"PHILLIPSBURG, CITY OF",PHILLIPS COUNTY,KS,1974-06-28T00:00:00.000Z,,(NSFHA),08/03/84,0,1,,,,,,2024-11-09T09:16:28.767Z
421643,"BARNETT, TOWNSHIP OF",FOREST COUNTY,PA,1974-12-27T00:00:00.000Z,1986-12-01T00:00:00.000Z,11/26/10(M),12/01/86,0,1,,,,,,2024-11-09T09:17:50.745Z
120648,"KEY BISCAYNE, VILLAGE OF",MIAMI-DADE COUNTY,FL,,1972-09-29T00:00:00.000Z,09/11/09,09/29/72,0,1,1998-04-01T00:00:00.000Z,2021-04-01T00:00:00.000Z,8,10%,05%,2024-11-09T09:16:07.187Z
120649,"MEDLEY, TOWN OF",MIAMI-DADE COUNTY,FL,,1972-09-29T00:00:00.000Z,09/11/09,09/29/72,0,1,2021-04-01T00:00:00.000Z,2021-04-01T00:00:00.000Z,9,05%,05%,2024-11-09T09:16:07.193Z
120650,"MIAMI, CITY OF",MIAMI-DADE COUNTY,FL,,1972-09-29T00:00:00.000Z,09/11/09,09/29/72,0,1,1994-10-01T00:00:00.000Z,2022-10-01T00:00:00.000Z,6,20%,10%,2024-11-09T09:16:07.199Z
120651,"MIAMI BEACH, CITY OF",MIAMI-DADE COUNTY,FL,,1972-09-29T00:00:00.000Z,09/11/09,09/29/72,0,1,1996-10-01T00:00:00.000Z,2019-05-01T00:00:00.000Z,5,25%,10%,2024-11-09T09:16:07.205Z
120652,"MIAMI SHORES VILLAGE,  VILLAGE OF",MIAMI-DADE COUNTY,FL,,1972-09-29T00:00:00.000Z,09/11/09,09/29/72,0,1,2000-10-01T00:00:00.000Z,2024-10-01T00:00:00.000Z,6,20%,10%,2024-11-09T09:16:07.212Z
120653,"MIAMI SPRINGS, CITY OF",MIAMI-DADE COUNTY,FL,,1972-09-29T00:00:00.000Z,09/11/09,09/29/72,0,1,,,,,,2024-11-09T09:16:07.218Z
120654,"NORTH BAY VILLAGE, CITY OF",MIAMI-DADE COUNTY,FL,,1972-09-29T00:00:00.000Z,09/11/09,09/29/72,0,1,2022-10-01T00:00:00.000Z,2022-10-01T00:00:00.000Z,8,10%,05%,2024-11-09T09:16:07.225Z
120655,"NORTH MIAMI, CITY OF",MIAMI-DADE COUNTY,FL,,1972-09-29T00:00:00.000Z,09/11/09,09/29/72,0,1,1994-10-01T00:00:00.000Z,2018-05-01T00:00:00.000Z,6,20%,10%,2024-11-09T09:16:07.231Z
120656,"NORTH MIAMI BEACH, CITY OF",MIAMI-DADE COUNTY,FL,,1972-09-29T00:00:00.000Z,09/11/09,09/29/72,0,1,1993-10-01T00:00:00.000Z,2022-10-01T00:00:00.000Z,7,15%,05%,2024-11-09T09:16:07.237Z
120657,"OPA-LOCKA, CITY OF",MIAMI-DADE COUNTY,FL,,1972-09-29T00:00:00.000Z,09/11/09,09/29/72,0,1,2013-10-01T00:00:00.000Z,2024-04-01T00:00:00.000Z,10,05%,0%,2024-11-09T09:16:07.248Z
120658,"SOUTH MIAMI, CITY OF",MIAMI-DADE COUNTY,FL,,1972-09-29T00:00:00.000Z,09/11/09,09/29/72,0,1,1993-10-01T00:00:00.000Z,2021-10-01T00:00:00.000Z,6,20%,10%,2024-11-09T09:16:07.256Z
